model,run_seconds,MSE,RMSE,MAE,MdAE,RMSLE,MAPE_%,sMAPE_%,R2,Corr,MBE,PBIAS_%,NRMSE_mean,NRMSE_range,Theils_U1,Theils_U2,Directional_Accuracy_%,MASE
neuralprophet,123.9302453994751,117.61973170042695,10.845263099640643,7.573342749413023,3.822803497314453,0.3009985539058599,16.257261538674644,19.49731434346985,-66.18629167224063,-0.2048212714058836,-4.95594876877805,-10.740269377821065,0.2350327910421417,3.4704841807794566,0.1227053713313576,23.53796847972868,2.1739130434782608,6.211413834288834
tbats,46.61164355278015,7.480053191489362,2.734968590585523,2.393617021276596,3.125,0.0590770743695254,5.106382978723407,5.2824651498206325,-3.2727272727272707,,-2.393617021276596,-5.1873198847023065,0.0592707890396137,0.8751899461867595,0.0304180850757128,5.9358269031189375,97.82608695652172,1.9631682299205344
lgbm,1.903874158859253,6.283076890992246,2.506606648637206,2.258650446629039,2.71956782949448,0.054023092457039,4.830662860607466,4.978283605324185,-2.588995064811795,0.7343130710225101,-2.258650446629039,-4.894827480856501,0.0543218501258408,0.8021141249971406,0.027836023611832,5.440202579193848,95.65217391304348,1.852472956159501
rf,5.817684650421143,280.70834935755005,16.754353146497483,16.409086483001655,15.767264533121228,0.4484898537506419,35.58688124974071,43.79442516417412,-159.3451458536282,0.3478647088827618,-16.409086483001655,-35.56090211861772,0.363091457159529,5.361392989722737,0.2201181514508468,36.36273575267786,6.521739130434782,13.458208635342435
lstm,16.984067916870117,2.69643232506912,1.6420817047483114,1.298210206356358,1.1489913463966277,0.0339234056712319,2.777969097361648,2.7554749130995577,-0.5402457227837243,0.6982466671793308,0.3361105213919469,0.7284008993820712,0.0355863239683896,0.525466143837968,0.0177148106307807,3.5638847165252816,2.1739130434782608,1.0647505470687733
nbeats,36.16397762298584,1.455603550792095,1.206483962094853,1.0596420299175515,1.1331181648146114,0.0258584601084933,2.303138506040181,2.315265128180351,0.1685357268816844,0.5545689743038983,-0.4929847169929473,-1.0683703376858416,0.0261462806714325,0.3860748666349134,0.013139832273578,2.618487095258002,2.1739130434782608,0.8690845485019038
nhits,7.030413627624512,2.7458750733541737,1.657068216264549,1.293852432940188,0.9009243008159517,0.0352130109575674,2.8571571703343484,2.790810464754067,-0.5684882196788665,0.5891495527628483,1.2620778717470773,2.7351082407764435,0.035911103699161,0.5302618275078178,0.0177081778596871,3.5964106250670462,2.1739130434782608,1.061176440497934
patchtst,4.1702516078948975,42.37735312917499,6.509789023399683,6.374381977215929,6.897359685649569,0.1476884818292224,13.742575610688265,14.796646570601288,-23.206628993899965,0.1105114501173368,-6.374381977215929,-13.81422261338408,0.1410766958079442,2.0831324808218747,0.0757544728972149,14.1284916220744,2.1739130434782608,5.2280645031402
transformer,3.550319194793701,60.57206525613569,7.782805744468744,7.272108507996566,8.439989376514845,0.1501645670220779,15.622583261807732,14.348812615717357,-33.59974261677348,0.9255041026961894,7.272108507996566,15.759727948092802,0.1686648391519347,2.4904978302604053,0.0780432357562914,16.891377794534705,2.1739130434782608,5.964351130750069
ensemble_meta,,,,,,,,,,,,,,,,,,
ensemble,68.73449993133545,13.61573659807509,3.689950758218203,3.5485100393540194,3.268368043223127,0.08214816576364588,7.699113353164528,8.035542690579643,-6.777528797129143,0.8025862974312536,-3.5485100393540194,-7.690142794184203,0.07996665618382534,1.1807842388513154,0.04155752304769972,8.008468198578687,2.1739130434782608,2.9103745966422414
